Id,Session,Meeting,Speaker,Text,Cluster
S2M648,2,6,United States,"Thank you, Mr. Chair. Many things were said today about the United States. Our positions are well known and long standing, so I will not prolong the day of my distinguished colleagues by reiterating those points. However, I do need to call it to the attention of my Russian colleagues that the United States draft resolution was distributed to all delegations electronically by UNOTA Geneva earlier today. In this message it invites all Member States to informal. Consultations on our draft resolution on Wednesday, September 21st at 11:00 AM in this very room. Thank you, Mr. Chair.",2
S2M72,2,7,The Russian Academy of Sciences,"Thank you and it is an honor to be here. I hope my contribution to our discussions will be useful and without further introductions. Let me try to say a few words about the strategic integration concerns relating to the prospective deployment of space based weapons designed to attack terrestrial targets and what specific capabilities for concepts do this entail. I would also try to address the issues of space space based systems. That will not weapons, but they enable terrestrial abilities. Well, space to Earth threats are an extremely important topic, and to some extent it is even more crucial than Earth to space or space to space for one single reason. This is basically the foundation for the so-called concept of the ultimate high ground. This concept itself is really questionable, but the idea that one can deploy something that there's orbit or even beyond and be capable of striking any target on Earth's surface is perceived as both very desirable and extremely threatening. This whole narrative can be separated into several buckets. On the most strategic level, we have the idea that nuclear weapons can be deployed into space and thus increase once nuclear strike capability. Luckily, at the moment this is the only type of space weaponization that is, well, explicitly prohibited. But from time to time it reappears in discussions, either as a threat that might evolve from deployment of conventional spec systems at lowest orbit, or as yet another tool for survival, second strike capabilities from higher bids with those can hardly be reached.The second bucket deals with the. Nuclear deterrence and strategic stability, which is currently based on a short second strike capability. Here we have well, 2 1/2 parts of the problem. First, space to Earth. Weapons can be used in disarming strikes against launchers. Second, those weapons can disrupt We've been destroying nuclear command control communications for NC 3, including the decapitating mission of the country's leadership. So those who won't be able to actually pursue or engage in nuclear retaliation. Also, and now let's talk about the small health, The whole idea of space based strike assets as a part of overall missile defense architecture can be considered space to earth at least important to some extent. Because if this space based strike assets being a part of missile defense, if they can take out the missiles at boost phase, well it is almost terrestrial. 3rd bucket if the space based strike assets for conventional conflicts. Here one can imagine the capability to destroy any target anywhere at any time, depending on the number of those track platforms and their orders, of course. For such strikes, sorry, one can think about counter proliferation missions or support for all eyes in conflicts with third powers or punitive actions, and also while decapitating strikes that I've mentioned with relation to nuclear deterrence. Hopefully we're still somewhat away from all of those buckets, but the ideas are there and what is the ideas are there and we have growing capabilities. Many countries invest in country measures just in case. So we see a driver for the arms race in outer space, which hopefully will be able to prevent. However, what we see right now, and it already has become one of the most remarkable qualities of the Modern Warfare. Is the space layer is crucial for supporting terrestrial warfighting? Spaces provide intelligence for violence, reconnaissance or ISR, and they were targeting as well as communications, both on tactical, operational or strategic levels. These capabilities are ever growing and well, the most important part of this issue is that there is always some level of deniability, in case, for example, sharing of the ISR or even targeting data with allies engaged in war fighting. Moreover, we see a growing number of commercial actors in this. All these leads to possible spillover, all this of that conflict, because sometimes even commercial actors can provide the data that is crucial for mutual operations, and then the country that perceives itself as a target of these operations might. Engage in fighting these third parties. At the same time, we also see efforts to develop countermeasures against all sorts of the space terrorist capabilities. And these counter measures in the roughly separated also into several groups, although those groups are extremely interconnected. First, we can speak about so-called soft measures which include concealment, dispersal and shifts and operational concepts for terrestrial warfighting. Second, those can be enhanced by technological measures which include hardening of these targets, decoys and electronic morphic capabilities. 3rd we can speak about hard active countermeasures aimed at disrupting adversary space related networks through cyber or electronic warfare as well as kinetic needs in order to degrade and or even destroy those operational capabilities. And this is again the problem where the support of this for that country engage in were fighting by sharing space and capabilities can lead to a speed over the war fighting to 3rd powers. Again, those kind of measures have mentioned they have limits to the effectiveness. And can be employed as a combination to overcome these limits. If in case the party that is engaged in developing is going to measure, wants to achieve any level of success. My final point would be about the role of international community and especially this open and working group. I have another to speak to. We can hardly expect readiness to immediately limit to 1 space capabilities for the sake of old fees. Military power is unfortunately once again received as a usable tool to achieve political goals by many actors. And the multipolarity we won't expect it to arrive is well, by number means a more peaceful environment again, unfortunately, but well, this is where we are now. However, this doesn't mean that discussing ones concerns and capabilities is anyway. My personal biggest expectation is that major actors in the field of well, if not space weapons, but space means capabilities. We'll be able to hear each other and avoid misperception and miscommunication of intended Signals in developing abilities. This is the only step or probably the first step that we can make right now to try to prevent the operation in outer space, although again, I understand the limits of what can be done at the moment. Then I'll stop and I'm looking forward to our discussion. Thank you.",0
S2M74,2,7,The Massachusetts Institute of Technology,"Good morning and thank you for this invitation to brief you on these important issues. I'm very pleased to speak with you and I'm very grateful that you're all engaged in this important work of the OEWG, which is so timely. My apologies for not being able to make the journey in person, but I would be happy to continue discussions with any members and encourage you to contact me if you feel that I could be helpful. My e-mail address is available from the hosts. I'm a researcher for a non governmental organization. We see our role as supporting informed dialogue. And identifying new paths to save her safer, more sustainable and equitable world. In advocating that actors walk forward on these paths, they were. My home organization, the Union of Concerned Scientists recently celebrated its 50th anniversary. We've been working in space security for all of those 50 years. However, the opportunities for progress wax and wane. And I think that we have a moment of opportunity in front of us and are just all to take it very seriously. My overall remarks on the topic of space to earth weapons. Consists of three points. One while they're perhaps the most alarming and provocative to think about, they're also militarily not particularly useful and are fairly unlikely to be pursued and foreseeable future. Second, such specifically designed weapons are likely to be recognizable, and for that reason limits on them are quite possible given sufficient interest and of course political will. And so hopes for a verifiable agreement, I think, are not, you know, remote. And three, despite these facts, there are also quite pressing immediate issues that that of course you have your attention on at the moment, issues of great importance. So I would urge you to balance the concerns about about where you put your attention and work. Because I'm a physicist by training, I'm really slicing my remarks on the technical aspects, which I hope that will help inform your deliberations. First, I'll just briefly talk about the technical reasons why Earth targeting space weapons have strong limits on utility. I'll try to separate the question Is it possible to target Earth from space? Which the answer is yes. From Is it likely or advantageous? Secondly, I'll describe some of the types of systems that have been proposed in the past and why they have not. We've not seen them actually put into factors. And 3rd I'll talk about whether such systems would be recognizable, verifiable weather limits on the feasible or desirable. So first, I think I know many of you have great experience in this. Just a reminder that while space is a place orbit as a condition and one that takes an enormous amount of energy to achieve, objects must not just be lifted up to a height above Earth, they must have the speed relative to the surface of the Earth sufficient to keep them there. And that speed at Orbitz close to the earth are very high, around 30 times the speed of a jet plane. This takes an enormous amount of energy. So if you pull into your mind the picture of a space launching rocket, enormous. Energetic event. Almost that entire rocket is fuel. It takes only three to 4% of the Massachusetts is actually the payload. It takes 45 tons of fuel to put a one ton satellite improvement. So this is a very expensive and energetically intensive process to put something into space. So there does need to be a compelling rationale to put an object in space rather than somewhere else. Despite space launch getting cheaper, it it will be an expensive event. When you can think of a satellite in orbit is more similar to a car going around a race track than an airplane that maneuvers by aerodynamic forces or by like an X wing fighter in this, you know, Star Wars movie. Using some unknown kind of physics, once you're in orbit it takes significant amounts of energy to to jump to a different or to bring yourself back down to Earth completely. For this reason that a weapon doesn't just drop back down to Earth, it takes a similar intensive amount of energy to return if you're going to return quickly and you have to carry that. That fuel up with you to order so. Again, that adds to your burden. So putting weapons into orbit to prepare them to target the ground is incredibly costly and well, and it has been described as a high ground advantage. That extraordinary expense must be justified in light of other ways to accomplish a similar purpose. And generally, those being in space is much less efficient than those other options, which is one reason we really haven't seen them to be developed in all of our years of space history. The transport of mass back and forth to orbit is very challenging. That's why in general, space operations are focused on the transmission and receipt of electromagnetic signals. That is their main purpose even today. Additionally, for a space based weapon to reach an appointed target on the ground at the high speeds characteristic of re-entry. Requires dedicated technology. An average satellite designed for another purpose will not have sufficient fuel to make a rapid descent back to Earth, nor the ability to really direct itself to a precision target. An average satellite cannot be easily repurposed into a ground attack weapon, so this problem you know, is limited. It isn't that anything in space can be used is such a weapon like this. Of course, some commentators expressed concern about space based directed energy weapons, particularly lasers. Of course these are these animate a lot of concerns because they are very provocative and sounding. They are also very challenging technically. In a similar way as bringing mass down from earth, the atmosphere absorbs and scatters light and cloud cover can be devastating to such such a weapon. The defense can defend themselves on the ground from such weapons very easily by introducing aerosols or dust or something else in the way of the laser. And again, laser systems in space would need to carry their own fuel. They couldn't be maintained in the way that that sophisticated machines normally would be on the ground, and again, very expensive. Another issue with space Earth weapons is that objects in space are moving rapidly with respect to the ground. And so they tend not to be where you want them when you want them. It's not like flying an airplane airplane to a destination on demand. This is sometimes called the absenteeism problem, meaning how many space objects would you need in order to have something in the right place at the right time for your mission? If your mission requires something to be ready at a moment's notice, or a few minutes notice, half hour notice, right the constellation, the number of satellites you can up very quickly, it's a it's a critical flaw in many of the plans to put weapons in space that need to have a rapid response, such as space based missile defenses. Which are meant to target, as my colleague Dmitri mentioned, nuclear carrying ballistic missiles as they are launched. The launch phase of intercontinental ballistic missiles as well as space launching vehicles are usually quite short, 3 to 4 minutes or shorter. So in order to have a defense against, for example, a single liquid fueled ICBM, one would need to have several 100 satellite based weapons. To defend against 10 simultaneously launched liquid fueled ICBM would require around. 4000 Weapons in space to ensure that there's something in place for each of those 10 municipals. That drives your system up to be fairly unreasonable levels fairly quickly. Despite optimistic assumptions about space launch getting less expensive, even the least capable of such a system would cost well over $100 billion. Beyond the high costs of such systems are critical, and perhaps the most important disadvantage of putting in weapons in space is that it makes them vulnerable. They're visible from the ground and they would be as vulnerable to interference, damage and destruction by anti satellite weapons in the same way as other space objects, including using ground based satellite weapon. Anti satellite weapons against this is the ability of such systems to protect themselves would be fairly limited. This is a key and mostly unchangeable characteristic of space based weapons. So again, while they would be. Extremely expensive and quite vulnerable, I would say, militarily. Probably ultimately useless. While the prospects of the US building a space based missile defense has generated great concern and many quarters, space based missile defense is not popular in the Pentagon. Hasn't been for a long time. The most recent director of the US Missile Defense Agency has stated that he has doubts about the cost effectiveness and technical prospects for such a system. None has ever been built, even in a test mode. It does continue to be considered in our political system due to a small number of congressional champions. But in the US political system, it would be extraordinarily difficult to get funding to build a real, fully realized system that would cost 10s or hundreds of billions of dollars to defend against even a few missiles. However, in the US political system, it's difficult to get a firm note on on things or to actually close the door on future options. So in summary, space physics disfavors missions that require the rapid transfer of mass in and out of orbit that require a rapid response, or remissions to require a safe harbor. What space is excellent for is Earth observation, and for the broadcast and receipt of of electromagnetic communications. And I I think space, space, Earth targeting weapons are likely to be a serious pursuit in the in the near future. They're uncompetitive with other means of just achieving the same objective. Because any such so my Third Point again, because any such weapon would need to be bespoke or tailored to its mission, they would require a significant amount of energy or fuel. They're likely to be recognizable upon inspection, The ability to rapidly deorbit a significant mass, the carrying of large mirrors for a laser, these would be easily recognizable by inspection, of course. The more intrusive inspections you can tolerate, the better you can under the better you can have confidence in your assessments. Additionally, space based weapons would need to be tested in order to have their have any confidence in them that such tests would also be observable. So we can have a great deal of confidence that these systems are not deployed today. Of course the systems are playing with more sophistication. Inspections would need to be more intrusive, but given that these weapons are impractical, expensive and difficult to defend. I think they're unlikely to confer a lasting advantage. Declaration is not going to be the first to deploy this. Weapons I think are actually welcome and I believe would be ultimately verifiable. But I believe the possibility of them becoming important military issue in the near term is remote, and there are many urgent space security issues which deserve your attention and the deliberations you're undertaking. I understand that progress in multilateral work can be slow and frustrating. I agree with my colleague Dimitri, but I do hope that you find a way to make the most of this time as these issues are so urgent. Since you know, I'd appreciate your questions.",0
S2M78,2,7,Canada,"Thank you very much Chair. My question is for the last presenter, Mr. Bowen from the University of Leicester. Thank you so much for your thought provoking. Presentation. I thought it was a really interesting way and very different way to think about the issues surrounding Peros. And I think particularly given the deadlock that we've seen on this issue for a very long time, I think it's very instructive to start thinking of ways that we can move beyond this. In your presentation you mentioned that we don't think of Peros in the air and naval domains and I was wondering if there if you could expand a little bit on that and if there are any lessons from these and other domains that we could use to help us get past this? Need to to think of Paris and outer space. Thank you.",2
S2M716,2,7,Italy,"Thank you, Mr. Chair and also thank thanks to all the panelists for their thought provoking presentations. And I also have a question to Professor Bowen. In your presentation you listed some examples of that can be considered as low hanging fruit, but can help us to progress. Do you think this can help us in our deliberations within this group and if you can elaborate a bit more on on this? Thank you.",3
S2M718,2,7,The Islamic Republic of Iran,"Thank you, Mr. Chair. Today's topic is the most important topic of the meeting in our point of view. It would have been a lot better if the first topic discussed in this round of OEWG meeting was devoted to the threats from space to the Earth, since it is the main and most crucial threat that is made against countries violating their sovereignty. Accordingly, my question is in two parts. One with regard to the increasing integration of commercial and military space systems and the increase in hostile actions of countries with the militarization of space and violation of country sovereignty. Also with acknowledge that the ability to attribute threats from space to Earth being different according to the level of technological development of countries, how would that be possible to pursue the weak and unclear concept of responsible behavior against threats from space to earth to be pursued legally? Two, what is the stance and position of the natural and logical reaction of countries to defend their national sovereignty and taking countermeasures against space to Earth threats definable in the concept of responsible behavior? Thank you.",0
S2M724,2,7,Germany,"The Chair I would like to thank all panelists for their very insightful presentations. A common theme that appeared to come up several times was the the idea of incident prevention and risk reduction. And I think in in in this group we have been discussing quite extensively the question to what extent deca is an interplay between legally binding and voluntary measures. So I would like to ask you panellists, in a way, how they would see a beneficial interplay of both existing or new international. Binding instruments. And voluntary measures and TCBMS on the other side with regard to the threats they have identified. From space to space. Thank you.",2
S2M726,2,7,China,"Thank you, Mr. Chair. I thanked the panelists for their presentations. I'd like to ask 2 questions. One is on the space based missile defense technologies. Just now some experts mentioned this technology. We all know that some countries have been seeking to develop such capabilities. One certain country seek to develop a sought to develop such a capability. I'd like to ask panelists how they view such thread. And and if such threat can be termed as a threat from space to Earth. Second question. On the low hanging fruits mentioned by some panelists. Personally, I. It depends on the policies and the intentions of the major countries. If all countries are under good faith. And committed to peaceful use of outer space. Then naturally we can find those low hanging fruits. However, in fact, certain countries. Have defined outer space as a war fighting domain. And I'd like to ask the panelists how to persuade these countries to abandon such mentality. And how to persuade those countries? And to persuade them to think that outer space war, space war must not be fought and cannot be won. Thank you.",2
S2M734,2,7,United Kingdom,"Thank you, Chair, and Many thanks indeed to the panelists. I think this is a particularly useful exchange that we're having this morning. I certainly feel that we're learning a lot about some of the realities of the space domain, but also about some of the potential ways forward. And it's been really interesting to hear the panel's ideas about sort of so-called low hanging fruit. And panelists will have detected there's quite an appetite in the room for your ideas and it's been interesting to hear about some of the sort of more technical. Options for risk reduction in relation to standards and and and risk reduction measures and and I do feel that there's there's there's there's scope to. Do more work on those if the political will is there, as as panelists have have said, in a sort of bottom up way. And I just wonder if the panel could reflect perhaps a bit more on what scope you feel there could be for more sort of in a way top down. Commitments or. Confidence building statements. At the sort of political strategic level? Which states could make in order to reduce risk in the in the space domain and I have in mind particularly. Areas where certain activities might be seen by some states as inherently stabilising and confidence building, but perceived by other states as either threatening or or in some way irresponsible. And I feel that you know if there is scope to sort of reduce the scope for such sort of subjective. Subjectivity in threat perception that could also really help us to move forward. So really interested to hear if there are any thoughts on on that. Thank you very much.",2
S2M742,2,7,The Australian Center for Space Governance,"Thank you so much, Chair. And in fact, my question yesterday was addressed by others anyway, so I appreciate the opportunity to to speak. And I in fact wanted to return to the question raised by the delegate from China. Because if I understood the question correctly regarding the fact that some states describe space as a war fighting domain, this is not so much to do with whether we're talking about the possibility of a war taking place in space, but that there are some, a very small minority of nations who have. Included in their official strategies and policies, A determination that spaces a war fighting domain. And I wanted to return to it because I in fact agree with the Chinese delegation that this in and of itself could be destabilising. Language to be using if we're committed here to identifying responsible behaviours, norms of responsible behaviors and communication is something that keeps returning from all of these excellent panellists today and the discussions in the last couple of days. The way that we use language and communicate our intentions and our strategies in our official strategic and policy documents. Has incredible weight. And there are many, many other nations who've chosen to describe space as an operational domain. The NATO nations, excuse me, debated this in 2019 and undertook to describe space as operational. And I don't know of, excuse me, I don't know of other countries in other languages that describe space as war fighting. I apologize. So I I think I just wanted to under score the the call that the Chinese delegate made to think carefully about that official policy language. Because it can be destabilising. Or on the other hand, if we're agreeing on neutral terminology, that could in fact be a contributing factor to reducing threats in space.",2
S2M82,2,8,The Republic of Korea,"Mr. Chair, thank you for giving me the floor. I very much hope to be interactive. And I hope that me speaking on the topic three yesterday's issue doesn't. Distract the discussion so I will limit my intervention to and to only react to the interesting discussion point that went on yesterday, that is rendezvous in proximity operation RPO. As we have heard from yesterday's discussion, RPO operation is important for ensuring the sustainability of outer space activities. As such is the case for the on orbit surfacing and active debris removal. However, these capabilities are inherently of dual use and could be used to damage, degrade or destroy a satellite. It is also noted that any satellite capable of carrying out rendezvous in proximity operations and placed in the same orbit as another satellite could be regarded as a threat. Bearing in mind that you will use nature, we believe that it would be most effective to establish international practice to prevent misunderstanding and miscommunication. And in doing so, we would not be in favor of regulating such capability, just as our German and Philippines colleagues pointed out yesterday, but rather lean toward agreement upon a set of guidelines and principles on the practice of carrying out RPO, including pre notification and consultation. We acknowledge already existing guidelines from civil area. And the discussion going on within Kopus from the safety aspect. We look forward to working with this group on how to further contribute to enhancing the security aspect. Thank you.",0
S2M84,2,8,Russia,"Thank you very much, distinguished Chair. Yesterday, numerous delegations. Spoke in favor of having an interactive discussion and dialogue. And my delegation fully supports. Such an approach, and we believe that this is exactly what we need to have here. Interactive dialogue, if indeed. We hope to reach agreement and find some common understandings. We would also like to point out the statement yesterday by the Delegation of Canada. And I think quite a few remember what was said. But would like to express the hope that. The statement that was made by that delegation, which included some examples, where in the view of that delegation. Some norms of international law. Are violated. We do hope that. That that is not aimed at stating that international law is simply useless. Because otherwise. If that argument were to be used, then it would mean that whatever norms can be adopted. They would be violated anyway. And we believe the country is correct. We believe that. What we need to do is to stick to a purely legal approach. And strictly comply with the norms of international law that. Are already in place. Only through this. Type of approach. We can prevent a negative development in different areas. Including outer space. Also, many things were said about the need to define threats and dangers. And here we believe that there's some confusion. Including. In light of the views expressed by some delegations. Who said that no such definitions exist at the international level and will be very difficult to elaborate them? And here we would like to support the delegation of Egypt that was very clear and very direct when it said that we need to development, we need to develop a unified terminology. At the international level, in order to come up with a common understanding that we could use. During our discussions. On questions related to International Space law. Now on the definitions of threats and dangers. Well, this in fact does exist in Russian legislation. And our delegation. Fully uses in our work the understanding that we have enshrined at the national level. In particular, we are ready to repeat that when we talk about military threat, we consider that to be the state of Interstate or intrastate relations. That is characterized by a whole set of factors that may in certain conditions. Lead to a military threat or the appearance of a military threat. And in this, the notion of a military threat. Is defined by us as a state of relations between states or in states inside states. That is characterized by the real possibility. Of a military conflict between opposing sides. With a high level of readiness of a state or a group of states. Separate terrorist organizations. To use. Force or armed force, Armed violence. So for. Us these notions are very clear, these definitions and. The Russian Federation will be using this understanding. As we continue our work here in this open-ended working. Group related to issues of outer space. As I said earlier, we support a purely legal approach. In this working group. And this also relates to the objectives and goals that our group faces. In this. The notion of intentions. The notion of understanding or reception. Perceptions. Are of a non legal nature. These are subjective notions. And here are several delegations, already raised some questions. Who will determine who will make the opinion about who is right? What assessment regarding intentions is the correct one? And as I said, although these are not legal categories or notions, and hardly can they be used. For any decisions that can be taken. And even less so for any determination of the consequences of such actions. Moreover. A strictly legal approach is also important. From the point of view of the need to determine. Whether this is indeed the action is a subject for any legal assessment or a subject for consideration within the context of international law. Yesterday we said quite a few things about different crimes. We carried out and determined similarities with situations where. In the tool of a crime, ice was used. But. Here we would like to look at the category of the actual substance of a crime. Or or the actual illegal action or activity. And this, first of all relates to dangerous rendezvous in space. Now if we take a situation where. Two space vehicles move closer to one another, so the very this very fact is not an illegal step or action. Cases of such proximity maneuvers. Cannot be considered as an legal step. Because. This movement closer does not represent the substance of any crime. Any component elements of a crime related to a rendezvous will only be. As such, if as a result of such in proximity movement, illegal actions were committed in the context of International Space law. But until the point that that actually happens. There are no elements of a crime and we cannot talk about any violation of the norms of International Space law. And the attempts that are made to say that A certain way of perceiving such a dangerous rendezvous already in itself creates. A certain violation of law. In essence, is an attempt to review existing norms of International Space law. And for my delegation. This is something that we cannot accept. This is why. Based on the Space Treaty. And on the basis of existing norms of International Space law. As we have said on several occasions during this session. The criteria for determining whether certain actions are illegal or not, or whether they're responsible or irresponsible. The criteria. Is only linked to the fact whether such steps or actions are carried out for peaceful purposes or not. Now on the different categories of dangers or threats. Well, here we believe that we really shouldn't focus so much on dual use systems. And create the impression that. All systems that are space based or have anything to do with space faring activities are in fact dual use systems. That is not the case. There's an entire category of means and systems. That are being used for very clear purposes. That and these purposes are. Purely of a non peaceful nature. And as far as that category of systems? Is concerned, we believe that there is no problem to take certain measures or impose certain prohibitions. And restrictions. Now if we are talking about dual use systems. Then, in cases involving such systems, we also should apply the criteria that I referred to earlier. If a dual use system is used for peaceful purposes. Then there are no problems here, no problems arise and there are no illegal actions or violations. However, if the system is not used for peaceful purposes, then. Naturally. This leads to illegal steps and violations. And in all of this. We we should base our approaches on existing. In norms of International Space law, especially the 1967 Outer Space Treaty. Otherwise, we will find ourselves in a situation of certain anarchy when each country can interpret any activities in the way that it wants to interpret them. And we will have. No single measuring stick that we could use. Whether a violation of existing norms exists or there is no such violation. Now we would like to refer to an issue that was raised by many delegations yesterday. That quite selectively. Tried to identify certain systems and means. That give rise to concerns. Or different types of activities that can rise to concern. And as an example, I can give you a situation related to rendezvous. For some delegations. Now if we look at the space to space dimension, only situations involving rendezvous. Relate to activities that may give rise to concerns. And we find this a bit strange. However, we believe that selective approach, if we talk about norms of international law and especially if we talk about questions of International Security and strategic disability, this is. An unacceptable approach because if we follow this path based on a selective approach, then we will have situations where one. Privileged group of straights will obtain some advantages and. Another group of countries will not have such advantages, and moreover. There, the security of these states may be undermined. As a result of such decisions, and all of this leads to only one thing, such selective measures lead to one thing. This leads to a new spiral of the arms race, because states that will not obtain certain advantages will be forced to take measures in order to compensate. Their lagging behind. Or. The fact that they do not have such advantages in comparison to other countries that do have or would have obtained any advantages, and this is the reason why the Russian Federation. Is. Promoting A comprehensive approach related to outer space. And also in connection with the activities that are carried out in outer space and of a military nature. And This is why if we look at the space to space segment. This is why we are urging. Countries not to look at all space. Objectives not involve all space objectives or space objects as means for attacking targets on the ground. In airspace and outer space. This will. Fully cover. Those issues that were raised by delegations yesterday. It includes. Fully all hypothetical situations where as a result of a rendezvous. Harm against space objects of another country may arise. But moreover. This also will cover many other hypothetical situations related to. Non kinetic impact. Linked to Kinetic impact. Without the consideration of any. Separate hypothetical scenarios. Moreover, if we looked at the space, the space segment here. We would like to remind you of our proposal to place a ban on the testing deployment of weapons in outer space. In order to carry out different tasks, including ABM defense, something that no one referred to yesterday and that we believe is extremely serious. Serious factor. Including anti satellite weapons. And this also covers weapons in space that can be used against targets on the ground or in airspace. And moreover. We also are calling. Or urging states to destroy existing systems of this type. Now also under the space to space segment we find situations. Related to the band on the creation, testing, deployment, and use of space weapons for ABM defense. And as ASAP weapons and also to if they're used against targets on the ground or in airspace, and this also relates to the ban that we are proposing. On the destruction or damage. Or violation of the normal operations of a change of trajectories of space objects of other countries. And here we ensure complete coverage or response to the concerns that were raised related to any changes in the trajectory of space projects or attempts to remove them from orbit. As you see, our proposals cover all the concerns that were raised here that we heard, but they are not selective in their nature. They're comprehensive. And they cover any hypothetical situations, problematic situations that may occur in outer space, but also in other areas, including. On the ground. Also, another point that we would like to refer to is the references that we hear quite often, references to the information that experts are providing during this informal segment. We are grateful to experts representing NGOs, independent experts for the vision that they're sharing with us the assessments that. They make during our morning informal sessions. Nevertheless. We. Cannot really only rely on these statements, believe that it is the ultimate truth and on the basis of what is said by our experts, make conclusions I think that would be. Something that. Will be carried away in all of this and this will be really short sighted. Because, as I said earlier, this just represents the views of these individual experts, nothing else. And as we saw yesterday, some of these opinions or views may be based on. Severely limited range of open sources. And it's quite possible that these sources. Have a certain bias. They also may have a certain nationality, if I may put it so. So This is why we would like to urge delegations to show great care. When they? Use the views and assessments made by independent experts. And. Would warn delegations against using such assessments as the ultimate truth. And also another very important aspect that we would like to highlight relates to attempts made by many delegations to discuss here in this form of the open-ended working room. To present problems here that are being discussed during meetings of copus in Vienna. In particular, this relates to the problem of space debris. And we see that this is happening not only during this meeting. This also took place during the May meeting of the open and working group. And in this respect? We'd like to. Remind delegations that the work being carried out in COPAS has been going on for many, many years on these very issues and we shouldn't underestimate that work. On the contrary, we should focus on the continuation of that work. In back way back in 2007 in COP. There was agreement on some guiding principles on the reduction of space debris, something that was presented to the UN General Assembly. In 2019. The committee adopted the preamble and 21 guiding principles on ensuring. Long term sustainability of space activities. Also a profile working group or a special working group was created. With the task of identifying and studying problems. Related to the preparation of new guiding principles. And ensuring long term sustainability of space activities And the committee made a recommendation to the group to use in its work. Documents that reflect the. Almost decade of discussions that took place between Member States related to the safety of space operations. Would like to also highlight the fact that the working Group on Long Term sustainability of Space Activities that is functioning under the auspices of COPAS, is currently considering the problem of the interference in the exploitation of foreign space objects. As well as the removal of space debris from near Earth orbits. The development of criteria and procedures of carrying out space activities. And all of this is based on the experience that has been accumulated during many years of work in Copas And This is why we believe that threats and dangers related to activities in outer space for peaceful purposes. And any related activities should be considered in Copas. That has the necessary mandate to do that work. Otherwise, there will be a duplication of efforts, or in some way we'll be replacing that activity with new interpretations that are not in line with the documents and understandings that have been reached in copus. So we'd like to avoid that from happening. And we believe that we should work in parallel fields, the work being carried out in Vienna and also the work that we're carrying out here related directly to what is being discussed in the First Committee of the UN General Assembly. Problematic computing The problem of overlapping mandates for Copperas and this group was raised at the 65th session of Copperas Bias this June in Vienna. And we had the support of a number of states on that score and as a result, it was decided to have a detailed discussion of this situation during the joint sessions of the 1st and 4th committees of the General Assembly. On the 27th of October in New York And we are quite convinced that this open-ended working group. Needs to focus on 1st committee issues renting an arms right in outer space. The risks and threats deriving from the militarization of outer space. And not peaceful uses of outer space. And that's that. Subject. Under the purview of Coppolas, everything related to peaceful usage of outer space. And issues reflected in the committee decision adopted before the establishment of the working group. That should be dealt with solely in Vienna. Corpus and corpus. That's we need to stop diluting the couples mandate. Which is in fact the soul, the unique area for discussing the urgent issues relating to the development and exploration of outer space. That's separating out with coordination between the two for. Is fully in keeping with the terms of reference of the first committee. And the decisions of the 1st special session. In 17/19/78. And is also in keeping directly with the mandate of the UN Committee on Outer Space. Thank you.",4
